브랜드,상품명,가격,리뷰수,상품평점,닉네임,리뷰,별점,날짜,맞춤정보,선택옵션,한줄평,스타일최고,구매욕상승,궁금증해소
크림치즈마켓,"[주문폭주!/후드1등❄️] 자체제작 #크치Made#남녀공용 꿈에 나온 핏, 양기모 후드티 ; 20컬러","27,800원","4,314",4.8,a2**,"오버사이즈인 점이 우선 정말 마음에 듭니다. 팔이 긴 편이라 대체로 소매가 딱 맞았는데 덮을 수 있어서 너무 좋아요ㅠ 속에 안감도 부드러워서 좋습니다. 살짝 아쉬운 건 보풀인지 털인지 살짝씩 나오는 것 같고, 실이 삐져나온 것이 마감 처리가 약간 아쉽…더보기",4,24.01.05,166cm·58kg·상의 55,진회색해당없음,"사이즈 ""생각보다 커요""퀄리티 ""아주 만족해요""색감 ""화면과 비슷해요""",0,0,0
크림치즈마켓,"[주문폭주!/후드1등❄️] 자체제작 #크치Made#남녀공용 꿈에 나온 핏, 양기모 후드티 ; 20컬러","27,800원","4,314",4.8,수우우웁,색상 고민 정말 많이 하다 무난한 색상들은 가지고 있으니 흔하지 않은 제가 좋아하는 핑크 색깔로 선택하게 되었어요 ㅎㅎ 색감은 정말 연핑크 색이라 너무 마음에 들어요 안에 기모감도 매우 따뜻하구요 다만 저는 엉덩이 쪽이 하비라서 ㅎㅎ 길이감이 좀 더 길거나 밑 시보리가 널널했음 했는데 생각보다 엄청 쫀쫀하네요 그래도 전체적인 퀄리티는 너무 마음에 듭니다!!,5,23.12.22,160cm·70kg·상의 77,연핑크해당없음,"사이즈 ""생각보다 커요""퀄리티 ""아주 만족해요""색감 ""화면과 비슷해요""",0,0,0
크림치즈마켓,"[주문폭주!/후드1등❄️] 자체제작 #크치Made#남녀공용 꿈에 나온 핏, 양기모 후드티 ; 20컬러","27,800원","4,314",4.8,mm**,"길이사이즈 적당히 엉덩이 덮을정돈데 너무 벙벙해보이지않아서 좋앟습니다 안에 기모도 보들하고 따뜻하게입을거 같습니다
근데 배송이 오래걸렸고 기다려서 받은거치곤 이렇게 실밥?마감이 깔끔하게 되잇진않네요..",4,23.12.17,158cm·67kg·상의 55,진소라해당없음,"사이즈 ""정사이즈예요""퀄리티 ""보통이에요""색감 ""화면과 비슷해요""",0,0,1
크림치즈마켓,"[주문폭주!/후드1등❄️] 자체제작 #크치Made#남녀공용 꿈에 나온 핏, 양기모 후드티 ; 20컬러","27,800원","4,314",4.8,gh**,"톡톡하니 좋네요 사진상에 좀 부하게 나왔는데 실제로는 괜찮아요 재질은 막 엄청 좋은 느낌은 아니지만 
그라도 가격대비 잘 만들어진 옷같아서 더 구입하고싶아ㅓ오 어두운계열이 더 예쁠것같아용ㅋ",5,23.12.14,160cm·55kg·상의 55,연회색해당없음,"사이즈 ""생각보다 커요""퀄리티 ""아주 만족해요""색감 ""화면과 비슷해요""",0,0,2
크림치즈마켓,"[주문폭주!/후드1등❄️] 자체제작 #크치Made#남녀공용 꿈에 나온 핏, 양기모 후드티 ; 20컬러","27,800원","4,314",4.8,zc**,"남녀 공용이라 그런지 여자가 입었을땐 큰 느낌이 있지만 그것마저 예뻐요!
후드 재질 두께 모두 만족!!!! 한겨울도 가능할듯해요
올해 교복 마냥 줄곧 입고 다녀야겠어요
남편이랑 같이 입으려고 두개 샀는데 두개사길 진짜 잘한거 같아요
다들 꼭 남친이나 남편과 함께 커플템으로 입으세요ㅎㅎ 완전 예뻐요",5,23.12.13,155cm·56kg·상의 66,진회색네이비,"사이즈 ""생각보다 커요""퀄리티 ""아주 만족해요""색감 ""화면과 비슷해요""",1,0,2
크림치즈마켓,"[주문폭주!/후드1등❄️] 자체제작 #크치Made#남녀공용 꿈에 나온 핏, 양기모 후드티 ; 20컬러","27,800원","4,314",4.8,gh**,"기본이에요, 회색 후드에 남녀 공용이라 박시하게 귀엽습니다ㅋㅋ 기장이 좀 더 있었으면 하는데, 그럼 남자분들 핏이 예쁘지 않을 것 같아서 끝단을 말아입어도 될 것 같아요.
집순이 친구랑 잠옷으로 입으려고 구매했는데 보들보들해서 기분 좋게 잘 것 같습니다ㅎㅎ",5,23.12.10,167cm·48kg·상의 55,메란지해당없음,"사이즈 ""생각보다 커요""퀄리티 ""보통이에요""색감 ""화면과 비슷해요""",0,1,0
크림치즈마켓,"[주문폭주!/후드1등❄️] 자체제작 #크치Made#남녀공용 꿈에 나온 핏, 양기모 후드티 ; 20컬러","27,800원","4,314",4.8,fo**,"왜 후드 맛집이라고 하는건지 알겠어요.
정말로 질이 좋아요. 따뜻하고 도톰하고 모자도 커서 귀엽습니다. 사이즈는 조금 클 수도 있는데 편하게 입는다고 생각하면 괜찮을 것 같아요. 전체적인 핏은 첫번째 사진 보시고, 두번째 사진은 어깨가 좁은 편인데 어깨부분도 이상하지 않고 괜찮아요.
단독으로 입어도 기모가 너무 부드러워서 좋고 냄새도 안나고 색감이나 마감도 괜찮아서 아주 만족합니다.

다만 후드가 무거워서 잘못하면 목이 졸리는 느낌이 들 때가 있기때문에 모자를 잘 정돈해주어야 해요! 그리고 매우 도톰해서 겉에 아우터를 걸치려면 좀 빡세더라구요. 시도해보고 안되겠으면 이너를 더 두껍게 입고 너무 춥지 않을 때 외투 없이 입는게 편할것 같아요.",5,23.12.06,166cm·52kg·상의 55,메란지해당없음,"사이즈 ""생각보다 커요""퀄리티 ""아주 만족해요""색감 ""화면과 비슷해요""",0,1,1
크림치즈마켓,"[주문폭주!/후드1등❄️] 자체제작 #크치Made#남녀공용 꿈에 나온 핏, 양기모 후드티 ; 20컬러","27,800원","4,314",4.8,ej**,저는 폴라포랑 네이비 구매했는데요 배송은 좀 오래걸렸어요 2주정도? 근데 막상오니까 색상이 진하고 예뻐요 핏은 남성은 정말 딱 맞을거 같고 좀 작고 왜소함 여성분들은 좀 많이 클수도 있을거 같아요.,5,23.11.29,,네이비진보라(폴라포),"사이즈 ""생각보다 커요""퀄리티 ""보통이에요""색감 ""화면과 비슷해요""",0,0,1
크림치즈마켓,"[주문폭주!/후드1등❄️] 자체제작 #크치Made#남녀공용 꿈에 나온 핏, 양기모 후드티 ; 20컬러","27,800원","4,314",4.8,ib**,일단 엄청 따뜻하구요!!! 이너까지 잘 챙겨입고 요 후드티까지 입으면 추위가 느껴질 틈이 없어요.  키 160기준 허리보다 살짝 아래로 길이 떨어지구요.(허리쪽 단은 안으로 넣어서 입은 기준선) 아래쪽이 커서 살짝 항아리 처럼 되긴 하는데 그게 이상한게 아니고 오버핏 느낌으로 이쁘게 커보여서 괜찮은 듯해요! 진회색도 흔하지 않고 넘나 이쁜것... 기다려서 받을만 한 것같아요. 강추해용,5,23.11.24,160cm·51kg·상의 55,진회색해당없음,"사이즈 ""생각보다 커요""퀄리티 ""아주 만족해요""색감 ""화면과 비슷해요""",2,2,0
크림치즈마켓,"[주문폭주!/후드1등❄️] 자체제작 #크치Made#남녀공용 꿈에 나온 핏, 양기모 후드티 ; 20컬러","27,800원","4,314",4.8,sp**,"너무 큰거 아냐! 라고 생각했지만 역시 크림치즈 옷핏이 너무 맘에 듭니다!! 이뻐요 검정은 무난해서 잘 안사는데 퍼스널컬러가 검정이 어울린다고 해서 크림치즈에서 구매해봤어요 모델님 처럼 굉장한 핏은 아니지만 저같은 평범한 사람도 잘 입을수 있어서 자주 구매하고 있어요 검정색이라서 그렇다지만 먼지가 올때부터 너무 많이 묻어있어요,,, 낙낙낙낙한 폼으로 편하게 입을수 있을것 같아요! 만족합니다 ",4,23.11.18,160cm·60kg·상의 66,검정해당없음,"사이즈 ""정사이즈예요""퀄리티 ""보통이에요""",1,0,1
크림치즈마켓,"[주문폭주!/후드1등❄️] 자체제작 #크치Made#남녀공용 꿈에 나온 핏, 양기모 후드티 ; 20컬러","27,800원","4,314",4.8,al**,"연분홍은 리뷰중에 색감이 쨍하게나온게
몇 개 있어서 불안에떨며 시켰는데
실제색상 매우 뿌연딸기우유 느낌입니다
그레이시 느낌 1정도 섞인 예쁜 연분홍이에요
제가 봄소프트라 이색상이 엄청 잘어울렷어요
제 사진에 색감 잘 잡혀있으니 참고하세용

네이비는 구냥 기본색상이라 쟁엿는데
역시 국밥깔답게 이쁘네요
맘에듭니다 겨울에 잘 입을게요",5,23.11.18,158cm·45kg·상의 44,네이비연핑크,"사이즈 ""생각보다 커요""퀄리티 ""아주 만족해요""색감 ""화면과 비슷해요""",0,3,0
크림치즈마켓,"[주문폭주!/후드1등❄️] 자체제작 #크치Made#남녀공용 꿈에 나온 핏, 양기모 후드티 ; 20컬러","27,800원","4,314",4.8,sh**,"와아… 왜 저 크치후드 이제야 안걸까요.. 이제라도 안게 다행인거겠죠? 색감, 핏, 후드크기 모두 넘넘 마음에 들어요ㅠㅠㅠ 회색 맨트맨,후드티가 많아서 진회색 골랐는데 이거 찐찐 예뻐요! 다른컬러 또 구매하러올게요! 절대절대 품절시키시면 안돼요! 🤣",5,23.11.15,158cm·55kg·상의 55,연브라운진회색,"사이즈 ""생각보다 커요""퀄리티 ""아주 만족해요""색감 ""화면과 비슷해요""",0,2,1
크림치즈마켓,"[주문폭주!/후드1등❄️] 자체제작 #크치Made#남녀공용 꿈에 나온 핏, 양기모 후드티 ; 20컬러","27,800원","4,314",4.8,dj**,"요즘 애착템
너무 부들부들 하고 좋아서 네이비 메란지 바로 더 구매했어요 
남자친구랑 커플로 입으려고 다섯개 샀는데 다행히
남자친구한테도 잘 맞아서 좋아용
단, 검정 후드는 설명에 나온것 처럼 반드시 세탁하고 돌돌이 해야해요 
처음에 받자마자 입고 싶어서 얼마나 묻겠어 하고 세탁 안하고 입었는데 바지에 묻어나와서 돌돌이 엄청했었네용 ㅎㅎ
돌돌이 사진은 뒤집어서 세탁 건조 후 제거한 사진인데 진짜 저만큼 나와요 ㅋㅋㅋ 끝이없음ㅋㅋ 더 제거할수있을거같았는데 돌돌이 다 써서 한번 털고 입었네용",5,23.11.14,155cm·58kg·상의 66,검정검정,"사이즈 ""생각보다 커요""퀄리티 ""아주 만족해요""색감 ""화면과 비슷해요""",0,3,0
크림치즈마켓,"[주문폭주!/후드1등❄️] 자체제작 #크치Made#남녀공용 꿈에 나온 핏, 양기모 후드티 ; 20컬러","27,800원","4,314",4.8,jy**,색상 진짜 이쁘구여 후드맛집인정이에요 두께감도 있고 재질도 좋고 진짜 잘샀어여 두개 사길 잘했네요 만족합니다 예쁜 네이비라 대만족이에요,5,23.12.20,165cm·50kg·상의 44,메란지해당없음,"사이즈 ""생각보다 커요""퀄리티 ""아주 만족해요""색감 ""화면과 비슷해요""",0,0,1
크림치즈마켓,"[주문폭주!/후드1등❄️] 자체제작 #크치Made#남녀공용 꿈에 나온 핏, 양기모 후드티 ; 20컬러","27,800원","4,314",4.8,je**,품평이 좋은 이유가 있네여! 도톰하이 포근하고 재질이며 퀄리티 짱이에여! 박시해서 진짜 편하면서 힙하고 휘뚜루마뚜루 입기 좋아요 책오 ❤️,5,23.12.04,168cm·62kg·상의 66,메란지크림,"사이즈 ""생각보다 커요""퀄리티 ""아주 만족해요""색감 ""화면과 비슷해요""",0,0,0
크림치즈마켓,"[주문폭주!/후드1등❄️] 자체제작 #크치Made#남녀공용 꿈에 나온 핏, 양기모 후드티 ; 20컬러","27,800원","4,314",4.8,jj**,"첫구매로 진회색 샀는데 가격대비 맘에 들고 따뜻하고 편해서  네이비로 또 구매했네요.
정말  좋아요.
디자인 무난하고 무엇보다 따뜻함이 젤 좋아요.
잘 입을게요~~",5,23.11.30,170cm·68kg·상의 88,네이비해당없음,"사이즈 ""정사이즈예요""퀄리티 ""아주 만족해요""색감 ""화면과 비슷해요""",0,0,0
크림치즈마켓,"[주문폭주!/후드1등❄️] 자체제작 #크치Made#남녀공용 꿈에 나온 핏, 양기모 후드티 ; 20컬러","27,800원","4,314",4.8,ki**,"따숩고 길이감과 핏은 넉넉함.
제가 조금 덩치가 있어서 두꺼운 니트까지는 불가능하지만 마르신 분들은 낙낙하게 코디해서 입기 좋을듯
데일리로 양면으로 돌려가며 입을 있는 부분도 장점",5,23.11.27,157cm·60kg·상의 66,네이비검정,"사이즈 ""정사이즈예요""퀄리티 ""아주 만족해요""색감 ""화면과 비슷해요""",0,0,0
크림치즈마켓,"[주문폭주!/후드1등❄️] 자체제작 #크치Made#남녀공용 꿈에 나온 핏, 양기모 후드티 ; 20컬러","27,800원","4,314",4.8,tn**,쭈리한디 박시하고 원단도 좋고 기모짱짱하고 더할나위 없움 나는 진소라시키고 내남틴은 블랙 사줄라고 같이 시켰는디 둘다 내가 갖고싶음 ㅡㅡ이 후드 2?3년은 입을등,5,23.11.24,169cm·70kg·상의 77,검정진소라,"사이즈 ""생각보다 커요""퀄리티 ""아주 만족해요""색감 ""화면과 비슷해요""",0,1,0
크림치즈마켓,"[주문폭주!/후드1등❄️] 자체제작 #크치Made#남녀공용 꿈에 나온 핏, 양기모 후드티 ; 20컬러","27,800원","4,314",4.8,fl**,일단 폭신하고 따뜻한 두께감 너무 좋구요 사이즈가 넉넉해서 너무 좋아요. 검은색 후드가 먼지가 잘 붙긴하는데 잘안보여서 괜찮아요 ㅎㅎㅎ 올 겨울 엄청 잘 입을 것같아요 굿굿,5,23.11.19,162cm·56kg·상의 66,네이비검정,"사이즈 ""생각보다 커요""퀄리티 ""아주 만족해요""색감 ""화면과 비슷해요""",0,1,0
크림치즈마켓,"[주문폭주!/후드1등❄️] 자체제작 #크치Made#남녀공용 꿈에 나온 핏, 양기모 후드티 ; 20컬러","27,800원","4,314",4.8,mm**,생각보다 배송 빨리왔어요. 색도 이쁘고 핏도 이뻐요 한가지 아쉬운건 실밥정리가 안되어있다는것? 그치만 이점을 제외한 나머진 다 맘에들어서 깔별로 쟁여두고 싶네요~!,5,23.11.15,166cm·60kg·상의 66,네이비진보라(폴라포),"사이즈 ""생각보다 커요""퀄리티 ""보통이에요""색감 ""화면과 비슷해요""",0,2,0
크림치즈마켓,"[주문폭주!/후드1등❄️] 자체제작 #크치Made#남녀공용 꿈에 나온 핏, 양기모 후드티 ; 20컬러","27,800원","4,314",4.8,db**,"세탁하고나서 입을라고 보니 속에있는 기모가 먼지가되서 집전체가 먼지투성이가 되써여..
혹시해서 돌돌이 돌렸는데 돌돌이 한통 다썻네ㅇ ㅕ
먼지알레르기있는 저같은분은 돌돌이 준비하시구 마스크 준비하세염..",5,23.12.23,164cm·50kg·상의 44,진회색연회색,"사이즈 ""정사이즈예요""퀄리티 ""별로예요""색감 ""화면과 비슷해요""",0,0,0
크림치즈마켓,"[주문폭주!/후드1등❄️] 자체제작 #크치Made#남녀공용 꿈에 나온 핏, 양기모 후드티 ; 20컬러","27,800원","4,314",4.8,my**,핏은 좋아요.근데.. 기모에서 먼지가 엄청 묻어나오네요..ㅜ 티를 안에 입으면 정말 먼지투성이가 됩니다.. 그래서 돌돌이로 한번 쓸어주었더니 한무더기가 나오네요.. 세 장 샀는데 두갠 뜯을 생각도 못 하고 있습니다..ㅋㅋㅋ,4,23.12.18,,네이비해당없음,"사이즈 ""생각보다 커요""퀄리티 ""보통이에요""색감 ""화면과 비슷해요""",0,0,1
크림치즈마켓,"[주문폭주!/후드1등❄️] 자체제작 #크치Made#남녀공용 꿈에 나온 핏, 양기모 후드티 ; 20컬러","27,800원","4,314",4.8,co**,"모델샷이랑 전혀 안비슷해요 색감보정 엄청 심하네요 후기색도 다들 너무 달라 모델샷처럼 물먹은 파란색을 기대하며 도박했는데 실패했어요 ㅋㅋㅋ제가 입은 샷도 실제색보다 예쁘게 나온거고
나머지 사진이 실물색감과 가장 비슷합니다 생각보다 채도가 강해요 모델샷처럼 물탄 파란색 되려면 10번은 빨아야 될 것 같아요",4,23.11.23,168cm·50kg·상의 55,진소라해당없음,"사이즈 ""생각보다 커요""퀄리티 ""보통이에요""색감 ""화면보다 어두워요""",0,2,1
크림치즈마켓,"[주문폭주!/후드1등❄️] 자체제작 #크치Made#남녀공용 꿈에 나온 핏, 양기모 후드티 ; 20컬러","27,800원","4,314",4.8,gk**,완저따뜻하고 핏이너무예뻐요 많이 팔린데는 이유가잇다 느꼇습니당 모자도 흐물거리지 않고 딱 각이 잡혀있어요 너무 마음에 들어요 단지 네이비같은경우는 하얀보풀 잘달라붙어서 눈에확띕니다. 그레이는괜찮앗어요!,5,24.01.17,163cm·55kg·상의 55,네이비진회색,"사이즈 ""정사이즈예요""퀄리티 ""아주 만족해요""색감 ""화면과 비슷해요""",0,0,0
크림치즈마켓,"[주문폭주!/후드1등❄️] 자체제작 #크치Made#남녀공용 꿈에 나온 핏, 양기모 후드티 ; 20컬러","27,800원","4,314",4.8,dd**,"사진보다는 어두운데
햇볕에는 코발트블루처럼 보이고
벽돌색 사고 좋아서
추가구매함ㅎㅎㅎ
사이즈도 루즈핏인데
완전 박시루즈도 아니고
아무튼 무조건 사세요ㅎㅎ
색상마다 다 구매하고 싶어요ㅎㅎㅎ
",5,24.01.04,167cm·66kg·상의 66,진소라연회색,"사이즈 ""정사이즈예요""퀄리티 ""아주 만족해요""색감 ""화면과 비슷해요""",0,0,0
크림치즈마켓,"[주문폭주!/후드1등❄️] 자체제작 #크치Made#남녀공용 꿈에 나온 핏, 양기모 후드티 ; 20컬러","27,800원","4,314",4.8,ya**,"톡톡한 기모에 박시한 핏이 너무 예뻐요~!
엉덩이를 살짝 가리는 기장이라 원피스나 짧은 기장의 치마에도 여기 저기 활용도 좋은 휘뚜루마뚜루템이에요👍🏻
시보리도 짱짱하니 오래 입을 것 같아요~!
다만 어두운 컬러에 먼지가 잘 붙는 소재라서 조금 아쉽긴 하네요ㅠㅠ그래도 크림치즈마켓 네이비 맛집 인정이에요!🥺",5,24.01.03,160cm·56kg·상의 66,네이비연회색,"사이즈 ""생각보다 커요""퀄리티 ""아주 만족해요""색감 ""화면과 비슷해요""",0,0,0
크림치즈마켓,"[주문폭주!/후드1등❄️] 자체제작 #크치Made#남녀공용 꿈에 나온 핏, 양기모 후드티 ; 20컬러","27,800원","4,314",4.8,ej**,"처음 왔을때 꺼내자마자 아무리 목 뒷부분이라고 해도 마감이 진짜 별로라서 당황했어요.. 여기저기 실밥과 까만먼지도 많았고요
따뜻하고 편하지만 이가격에 맞는 퀄리티는 아니라고 생각합니다. 이거 사는거보단 마감상태 똑같은 더 저렴한 후드 사시면 될거같아요",5,23.12.20,170cm·56kg·상의 55,메란지연핑크,"사이즈 ""생각보다 커요""퀄리티 ""보통이에요""색감 ""화면과 비슷해요""",0,0,0
크림치즈마켓,"[주문폭주!/후드1등❄️] 자체제작 #크치Made#남녀공용 꿈에 나온 핏, 양기모 후드티 ; 20컬러","27,800원","4,314",4.8,dn**,체구가 작아서 많이 크긴 하지만 큰 맛대로 입을 수 잇어요 두께도 도톰하고 품도 낙낙해서 편하고 이뻐요 두개 사길 잘한고 퀄리티 맘에 드는데 기장이 좀 많이 길어서 크롭으로 하나 살까 고민중이에요 ㅎㅎ 색도 넘 이쁩니다,5,23.12.16,154cm·39kg·상의 44,네이비연브라운,"사이즈 ""생각보다 커요""퀄리티 ""아주 만족해요""색감 ""화면과 비슷해요""",0,0,0
크림치즈마켓,"[주문폭주!/후드1등❄️] 자체제작 #크치Made#남녀공용 꿈에 나온 핏, 양기모 후드티 ; 20컬러","27,800원","4,314",4.8,sc**,"색 너무 예쁜 네이비색이에요!!
폰카가 자꾸 누렇게 담아서 색감이 제대로 안 담기네요ㅠㅠ...
도톰하고 따뜻해서 추울 때 입으면 너무너무 예쁠 거 같아요!
핏은 꽤 박시해요!
전체적으로 만족스러운 옷입니다 ㅎㅎ",5,23.12.15,158cm·50kg·상의 55,네이비해당없음,,0,0,0
크림치즈마켓,"[주문폭주!/후드1등❄️] 자체제작 #크치Made#남녀공용 꿈에 나온 핏, 양기모 후드티 ; 20컬러","27,800원","4,314",4.8,sn**,"재작년쯤 구매해서 입다가
이만한 후드 못찾아서 추가 구매했어요
두툼하고 박시해서 너무 마음에 들어요
남편이랑 같이입어요ㅋㅋ
키168 몸무게60인데 저보다 작으신분들은
많이 큰 느낌이긴할거같네요",5,23.12.14,168cm·60kg·상의 55,네이비진회색,"사이즈 ""생각보다 커요""퀄리티 ""아주 만족해요""색감 ""화면과 비슷해요""",0,0,0
크림치즈마켓,"[주문폭주!/후드1등❄️] 자체제작 #크치Made#남녀공용 꿈에 나온 핏, 양기모 후드티 ; 20컬러","27,800원","4,314",4.8,hy**,넘이뻐요~🥰 제가 원하던 색감이예요~라떼 핑크같은 느낌이랄까~사이즈도 오버핏으로 박시하고 좋아요~모자도 넉넉하니 폭 감싸져요~엄청 따스하고 좋아요~^^👍다른색상도 다 사고프네요💕,5,23.12.13,162cm·54kg·상의 55,연핑크해당없음,"사이즈 ""생각보다 커요""퀄리티 ""아주 만족해요""색감 ""화면과 비슷해요""",0,0,0
크림치즈마켓,"[주문폭주!/후드1등❄️] 자체제작 #크치Made#남녀공용 꿈에 나온 핏, 양기모 후드티 ; 20컬러","27,800원","4,314",4.8,eh**,"정말 세상에 후디는 많은데 부드럽고 색예쁘고 핏좋은게 쉽지않은데
완전 너무 크거나 너무 딱맞지고 않고 적당히 널널해서 덩치 덜 커보이고 왤케 부드러워요! ? 
빨리 리뷰쓰고 하나만 더 사야겠어요",5,23.12.12,162cm·65kg·상의 66,베이지해당없음,"사이즈 ""정사이즈예요""퀄리티 ""아주 만족해요""색감 ""화면과 비슷해요""",0,0,0
크림치즈마켓,"[주문폭주!/후드1등❄️] 자체제작 #크치Made#남녀공용 꿈에 나온 핏, 양기모 후드티 ; 20컬러","27,800원","4,314",4.8,di**,품이 넉넉해서 편하고 기모덕에 부드럽고 따뜻합니다~ 팔을 다 내렸을때 손은 다 가려지는 정도의 팔 길이였습당~ 안에 흰색 티를 입으니까 남색 기모 털이 잔뜩 묻어나와어요 세탁하면 나아질지는 모르겠네요 참고하세요!,5,23.12.11,167cm·61kg·상의 55,네이비해당없음,"사이즈 ""정사이즈예요""퀄리티 ""아주 만족해요""색감 ""화면과 비슷해요""",0,0,0
크림치즈마켓,"[주문폭주!/후드1등❄️] 자체제작 #크치Made#남녀공용 꿈에 나온 핏, 양기모 후드티 ; 20컬러","27,800원","4,314",4.8,al**,"전신샷이 없네요ㅜ
폭닥폭닥한 따뜻한 느낌의 후디예요!
시보리가 짱짱해서 너무 좋아요!
작은 키 인데도 아래 시보리가 있어서 딱 적당한 길이로 입을 수 있어서 대만족
퀄리티 진짜진짜 좋아요
이럴 줄 알았으면 할인 때 색 별로 쟁여두는 건데 아쉬워요ㅜ 올 겨울 따뜻하게 잘 입을 거 같아요!!!!",5,23.12.11,156cm·53kg·상의 55,베이지해당없음,"사이즈 ""정사이즈예요""퀄리티 ""아주 만족해요""색감 ""화면과 비슷해요""",0,0,0
크림치즈마켓,"[주문폭주!/후드1등❄️] 자체제작 #크치Made#남녀공용 꿈에 나온 핏, 양기모 후드티 ; 20컬러","27,800원","4,314",4.8,mi**,후드는 넉넉하고 원단은 부들부들 톡톡해서 따뜻해요. 약간 아이보리색 크림을 기대했는데 버터크림같아서 당황했지만 편하고 예뻐서 봐줌... 근데 기모에서 먼지가 엄~~~청 많이 묻어나와요..! 단독으로 세탁하면 좀 괜찮아질까 싶어요..ㅎ,5,23.12.11,161cm·48kg·상의 44,크림해당없음,"사이즈 ""정사이즈예요""퀄리티 ""보통이에요""색감 ""화면과 비슷해요""",0,0,0
크림치즈마켓,"[주문폭주!/후드1등❄️] 자체제작 #크치Made#남녀공용 꿈에 나온 핏, 양기모 후드티 ; 20컬러","27,800원","4,314",4.8,ws**,"추위를 진짜 많이 타는데 겨울 옷이 필요했고 휘뚜루마뚜루 입을 수 있을 거 같아서 샀는데 제품 자체는 되제 좋아요!
한번 입고 따뜻해져서 못 입었지만 따수웠어요. 옷은 이뻐요... 제가 키만 작고 왜소하진 않은데 여리해보이는 느낌도 있고 생각보다 무거워서 폭닥폭닥 느낌 좋아요! 다른 색도 추가로 구매할까 생각중이에요

옷은 괜찮은데 크치마 cs가ㅠㅠ 요새 워낙 다 빨리 빨리 배송해주는데 이건 일주일 넘게 걸렸고 이사가기 2주전이라서 쫄렸어요.... 목폴라도 같이 시켰는데 그건 2주가 넘도록 배송준비중이길래 리뷰 쓰는 김에 들어와서 걍 취소했어요ㅠ 그리고 누가 반품한 옷  검수가 잘 안 된건지 공장먼지인건지 빳빳한 흰털이 있어서 불쾌했어요. 전 혼자 사는 긴생머리라서 저한테 나올 수가 없는 털인데... 게다가 털 알러지 있는데 간지러운 거 같기도 하더라고요... 검수 한번씩만 제대로 해주세요😭😭",4,23.12.10,158cm·55kg·상의 55,네이비해당없음,"사이즈 ""생각보다 커요""퀄리티 ""보통이에요""색감 ""화면과 비슷해요""",0,0,0
크림치즈마켓,"[주문폭주!/후드1등❄️] 자체제작 #크치Made#남녀공용 꿈에 나온 핏, 양기모 후드티 ; 20컬러","27,800원","4,314",4.8,dm**,핑크색이 진짜 이쁘고 두툼해서 자주입을 수 있을것 같아여!! 제가 키가 154인데 쭉 내리면 엉덩이 아래 허벅지까지 오구요 남자친구 입혀봤는데 (179/80) 조금 짧아요ㅠㅠㅠ 그게 아쉽... 남자용사이즈가 따로 나와도 괜찮을 듯하네여 ㅎㅎ 잘입을게요,5,23.12.09,153cm·48kg·상의 44,벽돌연핑크,"사이즈 ""생각보다 커요""퀄리티 ""아주 만족해요""색감 ""화면과 비슷해요""",0,0,0
크림치즈마켓,"[주문폭주!/후드1등❄️] 자체제작 #크치Made#남녀공용 꿈에 나온 핏, 양기모 후드티 ; 20컬러","27,800원","4,314",4.8,nm**,"이거는 재작년에 사고 또삽니다
모르고 버림 미쳤어 내돈 또나감
그래도 슬픔을 이겨내고 또삼 네이비는 회색바지에 입으면 예뿌니까 안살수가 있나 핏은 오버핏 그자체 어깨는 살짝 루즈해서 흘러내리면서 소매는 벙벙해서 좋고 후드는 커서 머리 쏙넣고 에어팟끼우면 나만의세상 완성 진짜 깔별로 쟁임 올해 5장삼ㅋㅋㅋㅋ이돈이면 스투시후드하나..지만 난 만족해",5,23.12.07,155cm·53kg·상의 55,네이비해당없음,"사이즈 ""생각보다 커요""퀄리티 ""아주 만족해요""색감 ""화면과 비슷해요""",0,0,0
크림치즈마켓,"[주문폭주!/후드1등❄️] 자체제작 #크치Made#남녀공용 꿈에 나온 핏, 양기모 후드티 ; 20컬러","27,800원","4,314",4.8,to**,"옷은 예쁘고 핏도 마음에 들어요 하지만 옷감 안에 있는 먼지?가 바지, 발열내의에 너무 잘붙어요…
처음에 하루종일 착용하고 집에와서 갈아입으려고 보니까 먼지?가 먆이 묻어서 후드 뒤집어서 묻어나오지 않을때까지 테이프로 떼어냄 
테이프로 열심히 떼어냈으니 이제 안묻어나오겠지 싶었지만 두번째 하루종일 입고 바지를 보니 너무 많이 묻어나오네요… 이거 말고는 옷 마음에 드는데 아쉬워요
",3,23.12.04,167cm·60kg·상의 55,진회색진회색,"사이즈 ""생각보다 커요""퀄리티 ""별로예요""색감 ""화면과 비슷해요""",0,1,0
크림치즈마켓,"[주문폭주!/후드1등❄️] 자체제작 #크치Made#남녀공용 꿈에 나온 핏, 양기모 후드티 ; 20컬러","27,800원","4,314",4.8,dk**,"너무너무너무 맘에 들어요! 제가 딱 원하던 핏 그대로에용 ㅎㅎ 색감도  좋고 후드도 빵빵하니 딱 살아있어서 아주 만족스럽습니다 ㅎㅎ 안에도 기모가 부들부들하니 기분좋게 들어가잇어서 따뜻해뇽! 다만 안에 흰티를 입고 착용햇더니 흰티에 옷에서 떨어진 먼지가 잔뜩,,ㅎㅎ 그것만 빼면 진짜 짱짱입니다🙌🏻",5,23.12.01,165cm·55kg·상의 66,네이비연핑크,"사이즈 ""생각보다 커요""퀄리티 ""아주 만족해요""색감 ""화면과 비슷해요""",0,0,0
