브랜드,상품명,가격,리뷰수,상품평점,닉네임,리뷰,별점,날짜,맞춤정보,선택옵션,한줄평,스타일최고,구매욕상승,궁금증해소
슬로우앤드,[No.1후드] #LENTO. 렌토 양기모후디 - 7 color,"30,000원","2,106",4.7,gu**,"이 후드티 뭐에요 ㅠ_ㅠ 진짜 너무 예뻐요 특히 소매 부분 귀엽습니다 증말🥹 코디처럼 밑에 스커트 입고 코디하고 싶어서 그레이 색상만 샀는데 다른 색상도 살려구요 ㅠㅠ 지금까지 입었던 후드티 중에 단연 최곱니다 ! 대신 아방한 핏 싫어하시는 분들은 피해주시길 ,, 저는 후드티 입고 밖에 패쪼 입었는데 친구가 귀엽데용 크킄 암튼 후드티 최고에용✨",5,22.12.06,158cm·50kg·상의 55,멜란지그레이,"사이즈 ""정사이즈예요""퀄리티 ""아주 만족해요""색감 ""화면과 비슷해요""",0,0,0
슬로우앤드,[No.1후드] #LENTO. 렌토 양기모후디 - 7 color,"30,000원","2,106",4.7,pi**,오트밀 하나만 사봤는데 베이직하게 입기 좋다고 엄마가 뺏어가서 재주문하는 김에 다른 컬러도 샀어요. 휘뚜루마뚜루 입기 너무 좋아요. 칼바람 강추위가 와도 안에 이너목폴라만 입어주면 되니까 올겨울 내내 손이 잘 갈 것 같아요.,5,22.12.05,,멜란지그레이,"사이즈 ""정사이즈예요""퀄리티 ""아주 만족해요""색감 ""화면과 비슷해요""",0,0,0
슬로우앤드,[No.1후드] #LENTO. 렌토 양기모후디 - 7 color,"30,000원","2,106",4.7,wl**,"컬러는 사진과 같은 그레이에여
저는 팔 길이가 굉장히 긴 편인데 그럼에도 불구하고 별로 짧지 않더라구요! 그래서 좋았어요
근데 안에 있는 기모에서 먼지가 엄청나게 나오는게 아쉬워요ㅜㅜ 건조기 이불털기 모드로 두 번이나 돌렸는데도 계속 먼지가 나오네요
그것만 감안하면 가성비 좋은 후드입니다!",5,22.12.04,177cm·55kg·상의 44,멜란지그레이,"사이즈 ""정사이즈예요""퀄리티 ""보통이에요""색감 ""화면과 비슷해요""",0,1,0
슬로우앤드,[No.1후드] #LENTO. 렌토 양기모후디 - 7 color,"30,000원","2,106",4.7,kj**,"예뻐요 핏좋고 모자가 넉넉해요
밑단이 애매하게 주글거려서 츄리닝같긴해요
기지개는 크게 못펴요
상체 뚱뚱인데 적절히 예쁘게 보이는 핏이에요",5,22.12.02,163cm·58kg·상의 66,딥버건디,"사이즈 ""정사이즈예요""퀄리티 ""보통이에요""색감 ""화면과 비슷해요""",0,0,0
슬로우앤드,[No.1후드] #LENTO. 렌토 양기모후디 - 7 color,"30,000원","2,106",4.7,la**,"양기모 후디는 정말 오랫만인데 넘 귀엽네요!
모자가 너무 크다는 후기봤는데 진짜 크고 잘 살아있어요 ㅋㅋ 근데 이게 포인트같긴 한데.. 무겁게 느껴질수도 있을듯요.
컬러는 생각보다 어두웠는데 피부톤 관계없이 잘 어울릴것 같아요. 웜톤인데 뮤트블루 좋아해서 샀어요.. 괜찮겠죠 머 ㅋㅋ
겨울에 양기모 사면 옷장이 너무 터질거같아서 차라리 니트산지 좀 됐는데, 이건 또 사고싶어요 ㅎㅎ",5,22.11.29,,뮤트블루,"사이즈 ""정사이즈예요""퀄리티 ""아주 만족해요""색감 ""화면보다 어두워요""",0,1,0
슬로우앤드,[No.1후드] #LENTO. 렌토 양기모후디 - 7 color,"30,000원","2,106",4.7,e9**,"상하의 세트로 편하게 입으려고 구입했어요.
색감도 이쁘고 아랫 부분이 예쁘게 들어가서 핏도 좋습니다. 다만 엉덩이가 가려지지는 않아요.
다른 색도 구매할 의향 있습니다.
후기에 모자가 크다고 했는데 저는 딱 좋았어요!",5,22.11.27,163cm·57kg·상의 55,오트밀,"사이즈 ""정사이즈예요""퀄리티 ""아주 만족해요""색감 ""화면과 비슷해요""",0,1,0
슬로우앤드,[No.1후드] #LENTO. 렌토 양기모후디 - 7 color,"30,000원","2,106",4.7,dn**,"모델 사진 색깔보다 원단 색깔에 더 가까워요. 하늘색 비슷하게 밝은 색으로 생각하고 보니까 굉장히 실망했어요. 생각보다 많이 어둡고 회색과 하늘색 사이인 느낌이에요.  기장도 짧아서 하이웨스트를 입거나 이너 반팔티를 입어야 할 것 같아요. 만세하면 배꼽과 가슴 사이까지 올라와요. 
가끔 슬앤에서 찍은 사진만 보고  샀다가 낭패 볼 때가 있었는데 이번이도 그렇네요 ㅠㅠ 그래도 원단은 부드럽고 따뜻할 것 같아서 겨울에 입을 수 있을 것 같아요~ 생각했던 색깔이 아니라서 별로였는데 그래도 다른 건 괜찮아요. 뮤트 블루를 하늘색이라고 생각하거 사시면 안됩니다! 정말 딱 회색에 가까운 하늘색이에요. 참고 하시고 구매하세요.",4,22.11.23,160cm·57kg·상의 66,뮤트블루,"사이즈 ""정사이즈예요""퀄리티 ""별로예요""색감 ""화면보다 어두워요""",0,4,0
슬로우앤드,[No.1후드] #LENTO. 렌토 양기모후디 - 7 color,"30,000원","2,106",4.7,tn**,키가 작은 편이라 요새 유행이기도 한 크롭을 많이 찾게 되는데 기장 맘에 들고 기모라 입었을때 폭닥해서 촉감이 너무 좋아용 한가지 아쉬운건 품이 좀 많이 커서 살짝 부해보이는거 같기도 해용,5,22.11.22,155cm·47kg·상의 55,매트차콜,"사이즈 ""생각보다 커요""퀄리티 ""아주 만족해요""색감 ""화면과 비슷해요""",0,0,0
슬로우앤드,[No.1후드] #LENTO. 렌토 양기모후디 - 7 color,"30,000원","2,106",4.7,12**,"안감이 부드럽고 따뜻해서 착용감이 좋아요!
입어봤을 때 아방핏까진 아닌 것 같은데 그래도 품이 낙낙해서 귀여운 느낌이고요 심플하고 모양이 예뻐서 어디에 입어도 어울릴 것 같네요
소매랑 허리에 있는 밴딩이 짧아서 길이가 어중간하게 느껴질 수도 있겠지만 일단 저는 만족스럽습니당",5,22.11.10,161cm·48kg·상의 55,오트밀,"사이즈 ""정사이즈예요""퀄리티 ""아주 만족해요""색감 ""화면과 비슷해요""",0,0,0
슬로우앤드,[No.1후드] #LENTO. 렌토 양기모후디 - 7 color,"30,000원","2,106",4.7,lk**,겉에도 살짝 피치기모있고 안에도 양기모 원단이긴 한데 원단 자체가 얇아서 막 따뜻한지는 모르겠어요. 그런데 모자는 진짜 크고 무겁네요ㅠ그래서 자꾸 뒤로 넘어가서 목조릅니다. 그래두 핏은 이쁘고 색감도 좋아서 안고갑니다만 재구매는 안할거같아요. 딱 가격값 합니다.,4,22.11.10,163cm·44kg·상의 55,베이지,"사이즈 ""정사이즈예요""퀄리티 ""보통이에요""색감 ""화면과 비슷해요""",0,0,0
슬로우앤드,[No.1후드] #LENTO. 렌토 양기모후디 - 7 color,"30,000원","2,106",4.7,ae**,"화면보다  좀 더 방방한 느낌?
키작은(153~4) 저한테는 기장이 좋아요
보들보들하니 좋구,
저는 모자 큰 걸 좋아해서 모자 큰것도 좋습니당",5,22.11.07,154cm·60kg·상의 55,오트밀,"사이즈 ""생각보다 커요""퀄리티 ""아주 만족해요""색감 ""화면과 비슷해요""",0,1,0
슬로우앤드,[No.1후드] #LENTO. 렌토 양기모후디 - 7 color,"30,000원","2,106",4.7,sk**,매트챠콜 먼저 구매해서 진짜 넘 잘 입었어서 이번엔 그레이로 구매했습니다! 역시 너무 맘에들구여 말모!!!모자크고 폭닥폭닥하구 넘 맘에 듭니다🥹웜한 색이 잘 안받아서 베이지 고민중이긴한데 후드집업으로 살까 생각중입니당! 왕추천이여!,5,22.11.07,155cm·43kg·상의 44,멜란지그레이,"사이즈 ""생각보다 커요""퀄리티 ""아주 만족해요""색감 ""화면과 비슷해요""",0,1,0
슬로우앤드,[No.1후드] #LENTO. 렌토 양기모후디 - 7 color,"30,000원","2,106",4.7,ve**,"재질은 그냥 생각하는 그 재질이고요
핏이 아방한디 모자가 커서 더 귀여운듯
끈이 없어서 좋은거같아요
시보리듀 짧아서 일반 후드랑도 좀 차이나고,,
니트 치마랑 입으면 이쁠거같아여🤤
도톰해서 따뜻하게 겨울에 잘입을게요",5,22.11.04,163cm·49kg·상의 55,오트밀,"사이즈 ""생각보다 커요""퀄리티 ""보통이에요""색감 ""화면과 비슷해요""",0,1,0
슬로우앤드,[No.1후드] #LENTO. 렌토 양기모후디 - 7 color,"30,000원","2,106",4.7,dl**,"너무 부해 보이지도 않고 너무 딱 붙지도 않고
진짜 딱 원하던 후드티 핏이에요
손목이랑 허리 시보리도 두껍지 않아서 너무 좋아요ㅠㅠ
한 색상만 산 게 살짝 아쉬워서 다른 색상 구매할 예정입니다 !",5,22.11.01,,멜란지그레이,"사이즈 ""정사이즈예요""퀄리티 ""아주 만족해요""색감 ""화면과 비슷해요""",0,0,0
슬로우앤드,[No.1후드] #LENTO. 렌토 양기모후디 - 7 color,"30,000원","2,106",4.7,ha**,작년에 매트차콜 샀는데 너무 잘 입고다녀서 또 샀어요! 기모가 부드럽고 따뜻하고 모자도 크고 두꺼워서 추울 때 모자쓰고 다니면 넘 따뜻해서 좋아요!!!! 배송도 왕빠름..! 28일 금요일에 주문했는데 29일 토요일에 받았어요!,5,22.10.29,152cm·45kg·상의 44,멜란지그레이,"사이즈 ""정사이즈예요""퀄리티 ""보통이에요""색감 ""화면과 비슷해요""",0,0,0
슬로우앤드,[No.1후드] #LENTO. 렌토 양기모후디 - 7 color,"30,000원","2,106",4.7,kd**,"약간 크롭이구 밑단이랑 소매가 짱짱한편이 아니라 편안하게 입을 수 있어요! 귀여운 스타일이예요 ~~ 다만 옷먼지가 너무 많아서 아쉽네여ㅠㅠ 세탁해도 많이 묻어나요..ㅠ
그것만 빼면 따뜻하구 예뽀용",5,22.02.18,,멜란지그레이,"사이즈 ""정사이즈예요""퀄리티 ""아주 만족해요""색감 ""화면과 비슷해요""",0,0,0
슬로우앤드,[No.1후드] #LENTO. 렌토 양기모후디 - 7 color,"30,000원","2,106",4.7,pa**,"오트밀 멜란지그레이 매트차콜 세가지 색상 구매했습니다! 세가지 색상마다 두께감이나 촉감이 조금씩 달랐어요 멜란지그레이가 가장 도톰하고 따뜻했고 매트차콜은 가장 부드럽고 형광등 아래에서 빛이반사되면서 은은하게 빛나더라구요! 
입어보니 전체적으로 나쁘지않지만 핏이 애매해서 아쉬웠어요 아방하고 둥근 핏에 기장이 짧은 편이라 귀엽긴한데 좀 부해보여요!ㅜㅜ 모자때문에 뒤로 젖혀져서 목부분을 앞으로 당길 때나, 주머니에 손을 넣을 때 뒤쪽 기장이 너무 짧아져서 옆에서 보면 웃기더라구용 뒷쪽으로 갈수록 조금 길이가 길어져도 너무 좋을 것 같다는 생각이 들었어요! 빨았을때 어떨지 아직 모르는데 오래 입을 수 있었으면 좋겠네용!",3,21.12.31,153cm·45kg·상의 55,오트밀,"사이즈 ""정사이즈예요""퀄리티 ""보통이에요""색감 ""화면과 비슷해요""",0,5,0
슬로우앤드,[No.1후드] #LENTO. 렌토 양기모후디 - 7 color,"30,000원","2,106",4.7,pa**,"후기가 너무 좋아서 3가지 색상 주문했는데
만족도는 보통이에요! 
면은 엄청 도톰하고 따뜻해서 좋은데 핏이 살짝 애매해요 길이가 짧은데 아방한 핏이라 전체적으로 부한 느낌이 들어요 웹툰 연놈에 나오는 친구들이 입고 다닐 것 같아요,, 
제 키가 작은 편인데도 길이감이 짧게 느껴져요!ㅜㅜ 그리고 모자가 진짜 어마무시하게 큰데 모자가 뒤로 젖혀져서 앞으로 당기면 뒤쪽이 너무 들려서 안예쁘더라구요 
퀄리티는 너무 좋지만 핏이 아쉽다는 결론입니당ㅜㅜ",3,21.12.30,153cm·45kg·상의 55,멜란지그레이,"사이즈 ""정사이즈예요""퀄리티 ""보통이에요""색감 ""화면과 비슷해요""",0,5,0
슬로우앤드,[No.1후드] #LENTO. 렌토 양기모후디 - 7 color,"30,000원","2,106",4.7,ra**,"색감 예쁘고 따뜻해서 좋아요~~ 배송도 괜찮았어요! 
허리부분이 조금 조여지는(?) 느낌이면 더 좋았을것 같은데 허리가 엄청 커요 ㅋㅋ 그리고 모자 크기가 넉넉해서 썼을때 핏 귀여워요",4,21.12.13,161cm·43kg·상의 44,베이지,"사이즈 ""생각보다 커요""퀄리티 ""보통이에요""색감 ""화면과 비슷해요""",0,0,0
슬로우앤드,[No.1후드] #LENTO. 렌토 양기모후디 - 7 color,"30,000원","2,106",4.7,rh**,"생각했던거보다 좀 더 아방한 핏이라고 해여하나? 그렇게 막 기모가 두껍지 않은편이에요 기모도 후드 색에 맞게 되어 있더라고요 제가 구매한게 베이지, 딥버건디 색상인데 배송 5-10일걸리거 생각했더니 웬걸 하루만에 왔어요 개이득 잘입을게요",5,21.12.12,161cm·49kg·상의 55,베이지,"사이즈 ""생각보다 커요""퀄리티 ""보통이에요""색감 ""화면과 비슷해요""",0,0,0
슬로우앤드,[No.1후드] #LENTO. 렌토 양기모후디 - 7 color,"30,000원","2,106",4.7,rh**,"생각했던거보다 좀 더 아방한 핏이라고 해여하나? 그렇게 막 기모가 두껍지 않은편이에요 기모도 후드 색에 맞게 되어 있더라고요 제가 구매한게 베이지, 딥버건디 색상인데 배송 5-10일걸리거 생각했더니 웬걸 하루만에 왔어요 개이득 잘입을게요",4,21.12.12,161cm·49kg·상의 55,딥버건디,"사이즈 ""생각보다 커요""퀄리티 ""보통이에요""색감 ""화면과 비슷해요""",0,0,0
슬로우앤드,[No.1후드] #LENTO. 렌토 양기모후디 - 7 color,"30,000원","2,106",4.7,ag**,색이랑 품 길이 다 맘에 들구요 모자가 너무 커서 목이 가끔 졸리기는 한데 괜찮아요 다 맘에 들어요 여기서 옷을 네벌정도 샀는데 다 맘에들고 질도 다 좋아요 핏은 더 좋구요 앞으오 여기서만 살 것 같아요,5,21.12.09,163cm·50kg·상의 55,매트차콜,"사이즈 ""정사이즈예요""퀄리티 ""보통이에요""색감 ""화면과 비슷해요""",0,1,0
슬로우앤드,[No.1후드] #LENTO. 렌토 양기모후디 - 7 color,"30,000원","2,106",4.7,he**,가격도 괜찮고 끈없는 후드 좋아해서 상세페이지도 자세히 안보고 샀는데 세상에 퀄리티 무슨일인가요 팔목에 렌토 자수도 예쁘고 시보리가 얇게 제작돼서 너무 캐주얼해보이지 않아서 좋아요 모자 큰것도 넘나 취저...기모도 빵빵해서 엄청 따뜻합니다! 고민은 배송만 늦출뿐!,5,21.12.05,160cm·49kg·상의 55,오트밀,"사이즈 ""정사이즈예요""퀄리티 ""아주 만족해요""색감 ""화면과 비슷해요""",0,1,0
슬로우앤드,[No.1후드] #LENTO. 렌토 양기모후디 - 7 color,"30,000원","2,106",4.7,cu**,온갖 후디를 일주일동안 비교하고도 금액대가 높았지만 반신반의 하면서 구매했습니다. 그래도 후회하지 않을만큼 대만족합니다!! 일단 핏이 정말 넘나 완벽하게 만족하구요 입었을때 전혀 무겁지않고 그렇지만 포근하게 감싸주는 따뜻한 느낌이 정말 기분좋아요!! 색감은 말할 것도 없이 맘에들구요!!! 주위사람들 저랑 색깔 겹치지 않게 다른색깔로 다들 따라 구매했어요!! ㅋㅋㅋ,5,21.12.04,,베이지,"사이즈 ""정사이즈예요""퀄리티 ""보통이에요""색감 ""화면과 비슷해요""",0,0,0
슬로우앤드,[No.1후드] #LENTO. 렌토 양기모후디 - 7 color,"30,000원","2,106",4.7,xl**,너무 맘에 들어요 ㅎㅎ 품도 아방하게 크롭한 핏이고 얼굴이 동글한 편이라 너무 목에 꽉 조이는 핏 안좋아하는데 목 부분도 널널해 편안하고요. 시보리 쪼이는 것도 안좋아하는데 시보리 부분이 얇아 조이지 않는 점도 좋아요 다만 버건디는 상세샷보다 어둡고 보라빛이 더 도는거 같아요 제가 올린 사진보다 어둡고 자주빛이 돕니다!,5,21.12.02,158cm·50kg·상의 55,딥버건디,"사이즈 ""정사이즈예요""퀄리티 ""보통이에요""색감 ""화면보다 어두워요""",0,0,0
슬로우앤드,[No.1후드] #LENTO. 렌토 양기모후디 - 7 color,"30,000원","2,106",4.7,ha**,"다른사진이 안올라가네요
기장이 너무 짧긴한데 알고산거니까..
색이랑 모자 핏이 이뻐요

하지만 다른 후기들처럼 마감퀄리티가 떨어지긴해요ㅠ
근데 가격도 저렴하고 막입는 트레이닝 느낌이라 그냥 입고있어요!",4,21.11.30,150cm·40kg·상의 44,매트차콜,"사이즈 ""정사이즈예요""퀄리티 ""별로예요""색감 ""화면과 비슷해요""",0,0,0
슬로우앤드,[No.1후드] #LENTO. 렌토 양기모후디 - 7 color,"30,000원","2,106",4.7,ni**,"생각보다 얇아요
두툼한 양기모는 아니에요
광택감이 살짝 돌긴하는데 사진만큼은 아니예요
후드가 겁나 큽니다
저는 개인적으로 후드끈 없는건 아쉬워요
목부분이 넓어서 찬바람 들어오거든요ㅠㅠ
그래도 귀여운 핏이라 자주 입고있어요",5,21.11.27,158cm·51kg·상의 55,매트차콜,"사이즈 ""생각보다 커요""퀄리티 ""보통이에요""색감 ""화면과 비슷해요""",0,0,0
슬로우앤드,[No.1후드] #LENTO. 렌토 양기모후디 - 7 color,"30,000원","2,106",4.7,ph**,늦게 올 줄 알았는데 생각보다 빨리 왔어요. 품 낙낙하고 모자 크고 기장은 적당히 깡총한게 핏 예뻐요. 다만 꽤나 헤비하고 두꺼운 타입의 후드인 줄 알았는데 막 엄청 두껍지는 않네요. 얇다는 소리는 아니고 적당히 탄탄하고 기모가 부드럽게 깔려있어요. 전체적으로 신경쓴게 느껴지네요. 다만 실밥 정리는 조금 필요한데 저는 실밥 튀어나와있는거 별 생각 안들어서 괜춘. 군데군데 실밥 사진 첨부한 정도로 좀 나와있어요.,4,21.11.26,150cm·38kg·상의 44,멜란지그레이,"사이즈 ""생각보다 커요""퀄리티 ""보통이에요""색감 ""화면과 비슷해요""",0,0,0
슬로우앤드,[No.1후드] #LENTO. 렌토 양기모후디 - 7 color,"30,000원","2,106",4.7,ph**,늦게 올 줄 알았는데 생각보다 빨리 왔어요. 품 낙낙하고 모자 크고 기장은 적당히 깡총한게 핏 예뻐요. 다만 꽤나 헤비하고 두꺼운 타입의 후드인 줄 알았는데 막 엄청 두껍지는 않네요. 얇다는 소리는 아니고 적당히 탄탄하고 기모가 부드럽게 깔려있어요. 전체적으로 신경쓴게 느껴지네요. 다만 실밥 정리는 조금 필요한데 저는 실밥 튀어나와있는거 별 생각 안들어서 괜춘. 박음질이랑 기모 느낌 보시라고 사진 첨부해요.,4,21.11.26,150cm·38kg·상의 44,매트차콜,"사이즈 ""생각보다 커요""퀄리티 ""보통이에요""색감 ""화면과 비슷해요""",0,0,1
슬로우앤드,[No.1후드] #LENTO. 렌토 양기모후디 - 7 color,"30,000원","2,106",4.7,ju**,보들보들하고 따뜻하니 좋아요! 다만 목 부분에 끈이 없어서 모자 크기 조절이 힘들고 후드부분이 작아서 목 갑갑함 느낄수도 있을거같아요 저는 이런 스타일이 목을 잡아주니까 덜 춥게 느껴져서 그냥 입는데... 갑갑한거 싫어하시면 불편할수도 있어요,5,21.11.26,160cm·65kg·상의 66,매트차콜,"사이즈 ""정사이즈예요""퀄리티 ""아주 만족해요""색감 ""화면과 비슷해요""",0,0,0
슬로우앤드,[No.1후드] #LENTO. 렌토 양기모후디 - 7 color,"30,000원","2,106",4.7,47**,편하게 입을 후드티 찾고 있었는데 부츠 사면서 겸사겸사 함께 구매했어요! 오버핏 별로 안좋아하는데 기장도 제 키에 알맞아서 좋습니다 ㅎㅎ자주 입을 수 있을 것 같아요,5,24.01.10,156cm·45kg·상의 44,매트차콜,"사이즈 ""정사이즈예요""퀄리티 ""보통이에요""색감 ""화면과 비슷해요""",0,0,0
슬로우앤드,[No.1후드] #LENTO. 렌토 양기모후디 - 7 color,"30,000원","2,106",4.7,hj**,"아방방한 핏으로 귀여운거 같아요
후두티 모자도 넉넉한데
후드띠 끈이 없는 옷이더라구옹
없는거 처음입어봐서 신기했어요
생각보다 길이는 좀 짧아서 살짝 아쉬워요ㅠㅠ",5,24.01.09,162cm·52kg·상의 55,오트밀,"사이즈 ""정사이즈예요""퀄리티 ""보통이에요""색감 ""화면과 비슷해요""",0,0,0
슬로우앤드,[No.1후드] #LENTO. 렌토 양기모후디 - 7 color,"30,000원","2,106",4.7,me**,"오염되서 재구매했어요!
휘뚜루 마뚜루 정말 좋고 이뻐요 ㅎㅎ
기모도 있어서 따뜻하구 계속 재구매 예정입니다
계속계속 팔아주세요 💛 ㅎㅎ",4,23.11.29,160cm·58kg·상의 66,오트밀,"사이즈 ""정사이즈예요""퀄리티 ""보통이에요""색감 ""화면과 비슷해요""",0,0,0
슬로우앤드,[No.1후드] #LENTO. 렌토 양기모후디 - 7 color,"30,000원","2,106",4.7,gk**,작년에 오트밀색사고 너무 잘입어서 올해는 어두운 색으로 구매했어요! 폭닥폭닥 따뜻하고 손이 자주가는 옷이에요.. 색도 예뻐서 맘에 들어요 검정색도 있으면 좋겠어요!,5,23.11.26,159cm·44kg·상의 44,매트차콜,"사이즈 ""정사이즈예요""퀄리티 ""아주 만족해요""색감 ""화면과 비슷해요""",0,0,0
슬로우앤드,[No.1후드] #LENTO. 렌토 양기모후디 - 7 color,"30,000원","2,106",4.7,le**,키가 작아서 너무 크거나 길면 어정쩡해 보이는데 길이도 딱 좋고 품도 적당해서 진짜 잘 입고 다녔어요 ㅎㅎ 차콜색상도 잘 나왔고 소매에 포인트도 좋았습니다,5,23.03.05,160cm·46kg·상의 55,매트차콜,"사이즈 ""정사이즈예요""퀄리티 ""아주 만족해요""색감 ""화면과 비슷해요""",0,0,0
슬로우앤드,[No.1후드] #LENTO. 렌토 양기모후디 - 7 color,"30,000원","2,106",4.7,rn**,부농부농 진한 딸기우유 색인데용 원래 그레이 색 입고 댕기다가 핏이 너무 맘에 들어서 이번에 새로 나온 색들 모두 사버렸어요! 평생 팔아주세용!,5,23.02.11,156cm·48kg·상의 99 이상,베이비핑크,"사이즈 ""정사이즈예요""퀄리티 ""보통이에요""색감 ""화면과 비슷해요""",0,0,0
슬로우앤드,[No.1후드] #LENTO. 렌토 양기모후디 - 7 color,"30,000원","2,106",4.7,oh**,"보들 보들한게 좋네요
작년 겨울부터 궁금했는데 이제서야 사네요
길이감이 짧은것 때문에 고민했는데 부드러운게 너무 맘에들고 색도 좋아요
잘입을게요
모자도 깊고 좋네요",5,23.02.06,160cm·62kg·상의 66,매트차콜,"사이즈 ""정사이즈예요""퀄리티 ""아주 만족해요""색감 ""화면과 비슷해요""",0,0,0
슬로우앤드,[No.1후드] #LENTO. 렌토 양기모후디 - 7 color,"30,000원","2,106",4.7,wl**,"색감은 참고하지마세요ㅜ 제품설명 색상과 제일 비슷하고
딸기우유에 핏이 너무 귀여워요
아방하고 모자도 커서 예뻐요!",5,22.12.25,157cm·53kg·상의 55,베이비핑크,"사이즈 ""정사이즈예요""퀄리티 ""아주 만족해요""색감 ""화면과 비슷해요""",0,0,0
슬로우앤드,[No.1후드] #LENTO. 렌토 양기모후디 - 7 color,"30,000원","2,106",4.7,eu**,"길이감이 길지 않아서 좋음!! 
팔에 로고 포인트도 귀엽고 부들부들해서 다른색도 같이 살 예정 ㅎㅎㅎ 추천합니당 퀄리티 좋아요",5,22.12.24,162cm·55kg·상의 66,오트밀,"사이즈 ""정사이즈예요""퀄리티 ""보통이에요""색감 ""화면과 비슷해요""",0,0,0
슬로우앤드,[No.1후드] #LENTO. 렌토 양기모후디 - 7 color,"30,000원","2,106",4.7,lj**,퀄리티 너무 좋고 따뜻합니다! 길이도 기본 후드보다 약간 짧아서 마음에 들어요! 옷이 진짜 부드럽고 귀여워용,5,21.12.23,161cm·51kg·상의 55,오트밀,"사이즈 ""정사이즈예요""퀄리티 ""아주 만족해요""색감 ""화면과 비슷해요""",0,0,0
슬로우앤드,[No.1후드] #LENTO. 렌토 양기모후디 - 7 color,"30,000원","2,106",4.7,ps**,실물은 제가 생각했던 것보단 색상이 쫌 더 어두운 편이네용 그래도 디자인이나 길이는 마음에 들어요 안에 기모도 따뜻해서 겨울에 잘 입고 다닐 거 같아요,4,24.01.30,167cm·50kg·상의 44,뮤트블루,"사이즈 ""정사이즈예요""퀄리티 ""아주 만족해요""색감 ""화면보다 어두워요""",0,0,0
슬로우앤드,[No.1후드] #LENTO. 렌토 양기모후디 - 7 color,"30,000원","2,106",4.7,el**,넘 맘에들어요 ㅠㅠ 모자 핏도 예술임!! 색감도 완전 화이트오트밀색이라서 얼굴이 환해보이고 이뻐요! 많이파셔요~,5,24.01.30,161cm·46kg·상의 44,오트밀,"사이즈 ""생각보다 커요""퀄리티 ""아주 만족해요""색감 ""화면과 비슷해요""",0,0,0
슬로우앤드,[No.1후드] #LENTO. 렌토 양기모후디 - 7 color,"30,000원","2,106",4.7,db**,모자가 커서 편하게 잘 입었어요! 다만 기모 소재라서 그런지 다른 털이 잘 달라 붙더라고요ㅜㅜ 그건 아쉬웠습니다! 옷 색은 화면이랑 같아요,4,24.01.27,160cm·50kg·상의 44,베이비핑크,"사이즈 ""생각보다 커요""퀄리티 ""보통이에요""색감 ""화면과 비슷해요""",0,0,0
슬로우앤드,[No.1후드] #LENTO. 렌토 양기모후디 - 7 color,"30,000원","2,106",4.7,ki**,기모라 폭닥한 느낌이 들어 너무 좋습니다ㅎㅎ 색감이 엄청 이뻐요! 화사한 느낌이라 봄웜톤에게 딱입니당! 기장은 살짝 짧아서 캐쥬얼한 느낌이에요,5,24.01.21,158cm·45kg·상의 44,뮤트블루,"사이즈 ""정사이즈예요""퀄리티 ""아주 만족해요""색감 ""화면과 비슷해요""",0,0,0
슬로우앤드,[No.1후드] #LENTO. 렌토 양기모후디 - 7 color,"30,000원","2,106",4.7,el**,"통통66인데 적당하게잘맞아요
말라야 더이쁘겠즈만ㅋㅋㅋ 
크롭이라 살짝 올라오는거 말곤 
재질도 부드럽고 따수워요 
잘입고있어여",5,24.01.15,161cm·62kg·상의 66,멜란지그레이,"사이즈 ""정사이즈예요""퀄리티 ""보통이에요""색감 ""화면과 비슷해요""",0,0,0
슬로우앤드,[No.1후드] #LENTO. 렌토 양기모후디 - 7 color,"30,000원","2,106",4.7,qk**,"키작은데 기장도 길지 않아 딱좋고 
폭닥폭닥 도톰하니 따뜻하고 
모자 작은후드 실어서 큼직한거 보고 샀는데 
완벽합니다 꺄아아",5,24.01.15,154cm·49kg·상의 55,베이비핑크,"사이즈 ""정사이즈예요""퀄리티 ""아주 만족해요""색감 ""화면과 비슷해요""",0,0,0
슬로우앤드,[No.1후드] #LENTO. 렌토 양기모후디 - 7 color,"30,000원","2,106",4.7,hh**,아이보리 입었다가 너무 좋아서 이번에는 매트차콜 샀어요. 진짜 핏이 너무 귀엽고 치마랑 입기도 어울리고 안감 부들부들하고 모자 넉넉하고 인생 후드입니다. ,5,24.01.06,158cm·51kg·상의 55,매트차콜,"사이즈 ""정사이즈예요""퀄리티 ""아주 만족해요""색감 ""화면과 비슷해요""",0,0,0
슬로우앤드,[No.1후드] #LENTO. 렌토 양기모후디 - 7 color,"30,000원","2,106",4.7,03**,"사진보다 좀 더 선명한 색이고
딱 가격 값 하는 퀄리티입니당
저렴해보이는데 실제로 저렴한게 맞으니까
편하게 입고다니려구요",4,24.01.03,158cm·48kg·상의 55,딥버건디,"사이즈 ""정사이즈예요""퀄리티 ""보통이에요""색감 ""화면과 비슷해요""",0,0,0
슬로우앤드,[No.1후드] #LENTO. 렌토 양기모후디 - 7 color,"30,000원","2,106",4.7,jw**,퀄리티 만족스러워요! 핏도 귀엽게 이쁘고 길이는 대충 골반라인에 떨어져서 너무 오버핏 싫어하시는 분들에게 딱 맞을 것 같아요! 추천합니다~,5,23.12.29,160cm·48kg·상의 44,베이지,"사이즈 ""정사이즈예요""퀄리티 ""아주 만족해요""색감 ""화면과 비슷해요""",0,0,0
