iter	Logloss
383	0.3686649133
384	0.3685817403
385	0.3684772911
386	0.3683692761
387	0.3682604885
388	0.3680768185
389	0.3679733202
390	0.3678969817
391	0.3677920868
392	0.3676808328
393	0.3675781963
394	0.3674759164
395	0.367323061
396	0.3671898772
397	0.3670192819
398	0.3669291258
399	0.3667635226
400	0.3667245362
401	0.3666574985
402	0.3665792879
403	0.3664537707
404	0.3663639117
405	0.3662675154
406	0.3662153948
407	0.3661031899
408	0.365982962
409	0.3658067505
410	0.3656576392
411	0.3655832917
412	0.3654808037
413	0.365346669
414	0.3652914877
415	0.3651523312
416	0.3651101652
417	0.3649897589
418	0.3648577043
419	0.3647618131
420	0.3646654465
421	0.3645505673
422	0.3644666514
423	0.3644075774
424	0.3643073776
425	0.3641971934
426	0.3641045709
427	0.364012721
428	0.3639636908
429	0.3638842916
430	0.3637972259
431	0.3636902212
432	0.3635743614
433	0.3634601953
434	0.3633883735
435	0.3633101332
436	0.363237628
437	0.3631891327
438	0.363055414
439	0.3629362558
440	0.3628002193
441	0.3626676892
442	0.3625735512
443	0.3624860695
444	0.3623459323
445	0.3621897489
446	0.3620034341
447	0.3619354456
448	0.3618602363
449	0.3617253587
450	0.3616119058
451	0.3615162226
452	0.3614309993
453	0.3612383552
454	0.3611044285
455	0.3609389144
456	0.3608531562
457	0.3607281441
458	0.360608243
459	0.3604566654
460	0.3603582782
461	0.3602719256
462	0.3601206155
463	0.3600078757
464	0.3599135
465	0.3597612985
466	0.3596690028
467	0.3595438421
468	0.3593777338
469	0.3592645484
470	0.3591099993
471	0.3590353248
472	0.3589649293
473	0.3588237224
474	0.3587160343
475	0.3585755405
476	0.3584333827
477	0.3582915814
478	0.3582048723
479	0.3581491858
480	0.3580650619
481	0.3579276288
482	0.3577556666
483	0.3576912439
484	0.3575722937
485	0.3574449935
486	0.3573310651
487	0.3572182363
488	0.3570703137
489	0.3569917168
490	0.3569223911
491	0.3568497967
492	0.3567328374
493	0.3566127877
494	0.3565234636
495	0.356383891
496	0.3562806305
497	0.3561635226
498	0.3560563694
499	0.3559037815
500	0.3557825432
501	0.3556207139
502	0.3555595301
503	0.355485242
504	0.3553164295
505	0.3552118615
506	0.355091485
507	0.3549729211
508	0.3549111133
509	0.3547995028
510	0.3547100598
511	0.3546133664
512	0.354493911
513	0.3543893727
514	0.354303347
515	0.3542230563
516	0.3541427954
517	0.3540354341
518	0.3539468529
519	0.3538386299
520	0.3537366471
521	0.3536197473
522	0.3535226972
523	0.3533919203
524	0.353254725
525	0.3531370525
526	0.3530644284
527	0.3529565026
528	0.352845516
529	0.3527361341
530	0.3526640152
531	0.3524961537
532	0.352338009
533	0.3522838678
534	0.3522112437
535	0.3521589745
536	0.3520377957
537	0.3519024426
538	0.3517415048
539	0.3515884414
540	0.351475672
541	0.3513901812
542	0.351293874
543	0.3512075809
544	0.3511072918
545	0.3510474156
546	0.3509600527
547	0.3508706395
548	0.3508273443
549	0.3507619707
550	0.3506506573
551	0.3504997038
552	0.3503714527
553	0.3502426667
554	0.3501241623
555	0.3499886607
556	0.3499053093
557	0.3498456708
558	0.349800979
559	0.3497099909
560	0.3496233115
561	0.3495381178
562	0.3494138486
563	0.3493599451
564	0.349263935
565	0.3491309295
566	0.3489946553
567	0.3489094913
568	0.3488505065
569	0.3488017735
570	0.3487394309
571	0.3485901414
572	0.3485696676
573	0.3484618903
574	0.3483846306
575	0.3483065092
576	0.348206339
577	0.3481517521
578	0.3480528002
579	0.3480419244
580	0.347867169
581	0.347855996
582	0.3477553504
583	0.3476806759
584	0.3475467195
585	0.3474470842
586	0.3472968439
587	0.347207074
588	0.3470822105
589	0.3469519091
590	0.3468196464
591	0.3467748358
592	0.3466809355
593	0.3465923246
594	0.3464562881
595	0.3463328212
596	0.3461859386
597	0.3460523982
598	0.3459743065
599	0.3459653325
600	0.3458517608
601	0.3457858523
602	0.3456907337
603	0.3455680988
604	0.3455393642
605	0.3454589547
606	0.3453920656
607	0.3453031575
608	0.3452023336
609	0.3451044218
610	0.3450043111
611	0.344949011
612	0.3448437001
613	0.3447089711
614	0.3445968256
615	0.3444998647
616	0.3443774081
617	0.3442115078
618	0.3440948159
619	0.3440293235
620	0.3439058863
621	0.3438213166
622	0.3436724729
623	0.3435581582
624	0.3434080367
625	0.3432985062
626	0.3431786646
627	0.3430587635
628	0.3429648038
629	0.3428513212
630	0.3427235753
631	0.342589916
632	0.3424651119
633	0.3423623862
634	0.3422833436
635	0.3421972882
636	0.3421287648
637	0.3420253854
638	0.341901235
639	0.341788317
640	0.3417549765
641	0.3417042822
642	0.3416127592
643	0.3414641532
644	0.3412862479
645	0.3411808478
646	0.3410584804
647	0.3408685998
648	0.3407587128
649	0.3407434688
650	0.3407044824
651	0.340568119
652	0.3404608766
653	0.3403078727
654	0.3402044042
655	0.3401555523
656	0.3400366615
657	0.3399306077
658	0.3398027429
659	0.3396714312
660	0.3396206478
661	0.3396060279
662	0.3395173575
663	0.3394296678
664	0.3393344601
665	0.3392442148
666	0.3391352192
667	0.3390270259
668	0.3388973485
669	0.3387892741
670	0.3386676792
671	0.3385451929
672	0.3385213018
673	0.3384196756
674	0.3384042237
675	0.3383443177
676	0.3382438207
677	0.3381291792
678	0.3380731956
679	0.3379675281
680	0.3378730336
681	0.3377320049
682	0.3376277043
683	0.3375187087
684	0.3373803842
685	0.3372912087
686	0.3372798574
687	0.3371671177
688	0.3370328641
689	0.3369750085
690	0.3369128739
691	0.3368180228
692	0.3366977948
693	0.3366060341
694	0.3365474058
695	0.3364520198
696	0.3362927163
697	0.3361913872
698	0.3360999831
699	0.3360483379
700	0.3359501587
701	0.335839083
702	0.335801939
703	0.3357329401
704	0.3356760651
705	0.3355626716
706	0.3354806575
707	0.3353877081
708	0.3352853688
709	0.3352293555
710	0.3351034816
711	0.3349815896
712	0.3348697116
713	0.334754565
714	0.334702177
715	0.3346488678
716	0.3345258169
717	0.3344709328
718	0.3343140956
719	0.3342245932
720	0.3341084362
721	0.3339548975
722	0.3338990625
723	0.3338147603
724	0.3337175319
725	0.3335849424
726	0.3335415581
727	0.3334617726
728	0.333405165
729	0.3332112432
730	0.3331234346
731	0.3330786537
732	0.332969569
733	0.3328723109
734	0.3327706252
735	0.3326701282
736	0.3325948
737	0.3325603897
738	0.3324536525
739	0.3324170136
740	0.3323347023
741	0.332317824
742	0.3322189911
743	0.3321253285
744	0.3320223949
745	0.3320092013
746	0.3319960671
747	0.3318761363
748	0.3317507379
749	0.3316903565
750	0.3315915235
751	0.3315386898
752	0.3314551304
753	0.3313520185
754	0.3312244211
755	0.3310981015
756	0.3309748129
757	0.3308649258
758	0.3308536934
759	0.3308231164
760	0.3307744131
761	0.3307470751
762	0.3307249669
763	0.330685089
764	0.3305628998
765	0.3304566678
766	0.3304067164
767	0.3303204233
768	0.3302781087
769	0.3301986501
770	0.3300812748
771	0.3300248158
772	0.3299332334
773	0.3298299134
774	0.3297666793
775	0.329675394
776	0.3295993229
777	0.3294991825
778	0.3293441579
779	0.3291838144
780	0.3291691944
781	0.3290712529
782	0.3290563953
783	0.3290207964
784	0.3289276093
785	0.3288367698
786	0.3288050933
787	0.3287456925
788	0.3285587835
789	0.3284950442
790	0.3284181114
791	0.3283276284
792	0.3282920295
793	0.3281402142
794	0.3279801678
795	0.327900412
796	0.3277981915
797	0.3277110663
798	0.3275716126
799	0.3274647268
800	0.3273906466
801	0.3273327316
802	0.3273105937
803	0.3272702107
804	0.3272139894
805	0.327173428
806	0.327094118
807	0.3270187304
808	0.3269004042
809	0.3268002934
810	0.3266237848
811	0.3265266753
812	0.3264008608
813	0.3262934104
814	0.3262185874
815	0.3261392476
816	0.3260450502
817	0.3259387885
818	0.3258092596
819	0.3257228179
820	0.3255686551
821	0.3254779047
822	0.3254290528
823	0.325350545
824	0.325307131
825	0.3252089221
826	0.325127532
827	0.3250397828
828	0.3249612454
829	0.3248678206
830	0.3248074688
831	0.3247193334
832	0.3246617155
833	0.3246034735
834	0.3245079984
835	0.32442747
836	0.3243768352
837	0.3242851933
838	0.3242115589
839	0.3241216108
840	0.3240832781
841	0.324033921
842	0.3240241744
843	0.3239844748
844	0.3239213596
845	0.323806005
846	0.3237187907
847	0.3236761195
848	0.3235956506
849	0.3235653707
850	0.3235311387
851	0.3234494218
852	0.3233477658
853	0.323287117
854	0.3231915824
855	0.3231787751
856	0.3230941758
857	0.3230744151
858	0.3229600708
859	0.3229483035
860	0.3228360987
861	0.3228083149
862	0.3227232995
863	0.322650824
864	0.3226392945
865	0.3226011401
866	0.3225499407
867	0.3225407289
868	0.3224986818
869	0.3224877466
870	0.3224552084
871	0.3224350912
872	0.3223171513
873	0.3223047006
874	0.3222228053
875	0.3220939302
876	0.3220729809
877	0.3219047034
878	0.3218713629
879	0.3217420123
880	0.3217055814
881	0.321620982
882	0.3215851454
883	0.3215098172
884	0.3213927093
885	0.3212894191
886	0.3212011053
887	0.3211905267
888	0.321067446
889	0.320988136
890	0.3209056761
891	0.3208100524
892	0.3207732649
893	0.3206895273
894	0.3206254018
895	0.3205324524
896	0.3204896624
897	0.32047843
898	0.3204688617
899	0.3203842921
900	0.3202758908
901	0.3202363101
902	0.3201145369
903	0.3200480341
904	0.3199728842
905	0.3199467051
906	0.3198597582
907	0.3197664226
908	0.319680694
909	0.3195983233
910	0.3195840897
911	0.3194247267
912	0.3193649396
913	0.319299774
914	0.3191916402
915	0.3191411836
916	0.3190620816
917	0.3189592965
918	0.3188783818
919	0.318865218
920	0.3188489637
921	0.3188147912
922	0.3187700994
923	0.3186849355
924	0.3186385796
925	0.3185606959
926	0.3184413
927	0.3183865348
928	0.3183487964
929	0.3183288871
930	0.318320448
931	0.3183005388
932	0.3181958816
933	0.318108697
934	0.3180302487
935	0.3179568817
936	0.3178784929
937	0.3177641188
938	0.3176585999
939	0.3176142053
940	0.3175273476
941	0.3174772476
942	0.3174546937
943	0.3173892013
944	0.3173412408
945	0.3171967058
946	0.3171493099
947	0.3170505067
948	0.317008935
949	0.3169205024
950	0.3169109341
951	0.316851563
952	0.3167965303
953	0.3167517791
954	0.3167412599
955	0.3166569577
956	0.3165896823
957	0.3165043104
958	0.3164409574
959	0.3163651538
960	0.3162834071
961	0.3162210645
962	0.3161288283
963	0.316077302
964	0.3160284798
965	0.3159638491
966	0.3158935131
967	0.3158309625
968	0.3157101699
969	0.315628126
970	0.3155927946
971	0.315517199
972	0.3154829967
973	0.3153909388
974	0.315318909
975	0.3152063773
976	0.3151378242
977	0.3150795228
978	0.3150031546
979	0.314968982
980	0.3148921978
981	0.3148716348
982	0.3147988918
983	0.3147246631
984	0.3146463039
985	0.3145773051
986	0.314455948
987	0.3143926841
988	0.3143323027
989	0.3142577174
990	0.3142507343
991	0.3141746632
992	0.3140865278
993	0.3140336346
994	0.313993311
995	0.3138632473
996	0.3137636714
997	0.3136986544
998	0.3136373815
999	0.313622821
